Rank,Name,Team,Position,Played,SoloTackles,AssistedTackles,TacklesForLoss,Sacks,SackYards,QuarterbackHits,PassesDefended,Interceptions,FumblesForced,FumblesRecovered,DefensiveTouchdowns,FantasyPointsPerGame,FantasyPoints
25,Vince Williams,PIT,ILB,16,69,20,10.5,8,63,14,1,1,0,0,0,8.1,129.8
26,NaVorro Bowman,OAK,ILB,15,81,47,6.5,1.5,3.5,5,3,1,0,1,0,8.6,128.35
27,Keanu Neal,ATL,FS,16,83,33,4.5,0,0,0,6,1,3,2,0,8,128
28,Jordan Poyer,BUF,FS,15,63,32,4,2,18,2,13,5,0,1,1,8.5,127.8
29,Eric Kendricks,MIN,ILB,16,67,47,9,1,13,6,6,1,1,0,1,7.9,126.8
30,Tahir Whitehead,DET,OLB,16,78,32,9.5,1,2,4,2,1,0,4,0,7.9,126.7
31,Preston Brown,BUF,ILB,16,84,60,7.5,0,0,2,3,0,0,0,0,7.9,126.5
31,Kevin Byard,TEN,FS,16,62,25,3,0,0,3,16,8,0,2,0,7.9,126.5
33,Matt Judon,BAL,OLB,16,50,10,18,8,70,18,3,0,2,1,0,7.9,126
34,Ryan Kerrigan,WAS,OLB,16,34,12,17,13,73.5,18,2,1,2,0,1,7.8,125.35
35,Justin Houston,KC,OLB,15,46,13,15,9.5,54,20,4,0,0,1,1,8.3,124.9
36,Brandon Marshall,DEN,ILB,16,76,31,6,3,10,4,4,0,1,1,1,7.8,124.5
37,Terrell Suggs,BAL,DE,16,37,12,12,11,71.5,19,4,0,4,0,0,7.4,119.15
38,Cameron Heyward,PIT,DE,15,30,15,17.5,12,71,24,3,0,1,1,0,7.9,119.1
39,Alec Ogletree,LAR,ILB,15,63,32,4,2,18,5,10,1,1,1,1,7.9,118.8
40,Kiko Alonso,MIA,OLB,16,79,36,6.5,1,0,5,1,0,2,0,0,7.3,117.5
40,Landon Collins,NYG,SS,15,78,26,3.5,0,0,2,6,2,1,2,0,7.8,117.5
42,Everson Griffen,MIN,DE,15,31,14,15.5,13,76,26,1,0,1,0,0,7.8,117.1
43,Darron Lee,NYJ,ILB,15,67,28,10,3,18,7,3,0,2,0,0,7.7,114.8
44,Brandon Graham,PHI,DE,15,33,14,18,9.5,67.5,14,2,0,2,1,1,7.6,114.75
45,Trey Flowers,NE,DE,14,45,17,10.5,6.5,26,26,3,0,2,0,0,8.2,114.6
46,Jason Pierre-Paul,NYG,DE,16,47,21,12,8,49.5,13,5,0,2,0,0,7.2,114.45
47,Sean Davis,PIT,FS,16,71,21,7.5,1,12,2,8,3,1,0,0,7.1,114.2
48,Glover Quin,DET,FS,16,60,24,5,0,0,0,6,3,4,1,1,7.1,113
49,Bruce Irvin,OAK,DE,16,38,20,16,8,34.5,13,3,0,4,0,0,7,111.45
50,Harrison Smith,MIN,FS,16,61,17,7.5,1.5,10,3,12,5,0,0,0,6.9,111
50,Darius Slay,DET,CB,16,54,6,1,0,0,0,26,8,0,1,0,6.9,111
52,Ezekiel Ansah,DET,DE,14,39,5,15,12,71,17,0,0,1,1,0,7.9,110.6
53,Carlos Dunlap,CIN,DE,16,35,11,11.5,7.5,41,23,7,1,0,0,1,6.9,110.1
54,KJ Wright,SEA,OLB,15,72,37,5.5,0,0,2,6,1,0,1,0,7.3,110
54,Kwon Alexander,TB,ILB,12,70,27,7.5,0,0,3,4,3,1,0,0,9.2,110
56,Ryan Shazier,PIT,ILB,12,68,21,4,0,0,2,10,3,1,1,0,9.1,109.5
56,Tre'Davious White,BUF,CB,16,53,16,3.5,0,0,0,18,4,1,2,1,6.8,109.5
58,Akiem Hicks,CHI,DE,16,39,14,16,8.5,49,19,0,0,0,2,0,6.8,108.9
59,Karlos Dansby,ARI,ILB,16,74,21,6,1,8,5,4,1,0,1,0,6.8,108.3
60,Jarrad Davis,DET,ILB,14,65,31,4.5,2,18,4,3,1,1,1,0,7.6,106.8
61,Sean Lee,DAL,OLB,11,70,31,13,0,0,1,1,1,1,0,0,9.7,106.5
62,Jamal Adams,NYJ,SS,16,63,20,10,2,18,2,6,0,1,2,0,6.6,105.8
63,Myles Jack,JAX,ILB,16,65,24,6.5,2,11.5,5,3,0,0,1,1,6.6,105.65
64,Devin McCourty,NE,FS,16,79,17,3,1,11,1,5,1,0,1,0,6.6,105.6
65,Nigel Bradham,PHI,OLB,15,61,27,5.5,1,3,3,8,0,1,1,1,7,105.3
65,Benardrick McKinney,HOU,ILB,16,62,33,10,3,8,9,1,0,0,0,0,6.6,105.3
67,Desmond King,LAC,CB,16,65,10,6,4,11,6,5,1,0,0,1,6.6,105.1
68,Eric Weddle,BAL,FS,16,49,14,3,1,7,2,8,6,2,1,1,6.5,104.7
69,Preston Smith,WAS,OLB,16,31,11,11,8,40.5,21,4,2,1,1,0,6.5,104.55
70,Daniel Sorensen,KC,SS,15,67,22,6,1.5,14,7,6,1,0,0,0,7,104.4
71,Micah Hyde,BUF,SS,16,65,17,2,0,0,0,13,5,0,0,0,6.5,103.5
72,Mark Barron,LAR,ILB,14,72,13,7.5,1,2,2,4,3,0,0,0,7.4,103.2
73,DJ Swearinger,WAS,FS,16,62,17,4,1,5,1,10,4,1,0,0,6.4,103
74,Jurrell Casey,TEN,NT,16,41,19,13,6,39,19,1,0,1,0,0,6.4,102.4
74,Danny Trevathan,CHI,ILB,12,61,30,3,2,14,4,5,1,1,1,0,8.5,102.4
76,Matthias Farley,IND,SS,16,58,38,3,0,0,3,7,2,1,1,0,6.4,102
77,Craig Robertson,NO,OLB,16,53,26,7,2,19,2,6,2,1,2,0,6.4,101.9
78,Lorenzo Alexander,BUF,OLB,16,57,13,7,3,21,13,1,0,3,0,0,6.4,101.6
78,TJ Watt,PIT,OLB,15,40,14,11,7,36,12,8,1,1,0,0,6.8,101.6
80,Barry Church,JAX,SS,16,58,16,2.5,1.5,8.5,3,8,4,0,0,1,6.3,101.35
80,Vonn Bell,NO,SS,16,62,21,6,4.5,28.5,6,2,0,1,0,0,6.3,101.35
82,Tyrann Mathieu,ARI,FS,16,69,8,6,1,3,4,7,2,1,0,0,6.3,101.3
83,Patrick Chung,NE,SS,16,71,12,3,0,0,3,9,1,0,2,0,6.3,101
84,Eddie Jackson,CHI,SS,16,55,17,1,0,0,0,6,2,1,3,2,6.3,100.5
85,Mario Addison,CAR,DE,16,27,17,12.5,11,70.5,16,1,0,2,0,0,6.3,100.05
86,Jahleel Addae,LAC,FS,16,66,30,9.5,0.5,4,1,7,0,0,0,0,6.2,99.9
87,James Bradberry,CAR,CB,16,66,19,2.5,1,7,1,9,2,1,0,0,6.2,99.7
88,Darqueze Dennard,CIN,CB,16,61,24,2,2,6,2,6,2,0,0,1,6.2,99.6
89,Kyle Van Noy,NE,LB,13,58,15,8.5,5.5,34.5,9,2,0,0,0,0,7.6,99.45
90,De'Vondre Campbell,ATL,OLB,16,61,31,4,2,15,6,4,0,1,0,0,6.2,99
91,Deforest Buckner,SF,DT,16,45,16,7.5,3,21,22,5,0,1,0,0,6.2,98.6
92,Jason McCourty,CLE,CB,14,54,11,4,0,0,0,14,3,2,0,1,7,98.5
93,Clay Matthews,GB,ILB,15,29,15,11,8,59.5,19,3,0,1,1,0,6.5,97.45
94,Mike Hilton,PIT,CB,16,45,15,10.5,4,34,8,6,2,1,0,0,6.1,97.4
95,Jon Bostic,IND,ILB,14,57,41,8.5,1,3,3,3,0,0,1,0,7,97.3
96,Avery Williamson,TEN,ILB,16,52,40,6,3,12,4,2,0,2,0,0,6.1,97.2
97,Travis Carrie,OAK,CB,16,70,14,4,0,0,1,9,0,0,2,0,6.1,97
98,Michael Bennett,SEA,DE,16,25,15,16.5,8.5,56.5,24,1,0,0,0,0,6,96.65
99,Adoree` Jackson,TEN,CB,16,61,9,1.5,0,0,0,17,0,3,0,0,6,96.5
100,Julius Peppers,CAR,DE,16,21,12,12,11,64,17,0,0,2,2,0,6,96.4
101,Christian Jones,CHI,OLB,16,60,29,5.5,2,11,3,2,0,1,1,0,6,96.1
102,Jabaal Sheard,IND,DE,16,37,15,9.5,6.5,45,15,3,0,2,0,0,6,95.5
103,James Burgess,CLE,ILB,14,45,28,13.5,4,23,6,3,0,1,0,0,6.8,94.8
104,Marcus Peters,KC,CB,14,42,4,2,0,0,0,9,5,4,2,1,6.7,94
105,Geno Atkins,CIN,DT,16,29,17,11,8.5,61,19,0,0,1,0,0,5.8,93.6
105,Patrick Onwuasor,BAL,OLB,16,67,23,4,1,1,1,2,0,1,1,0,5.8,93.6
107,Cameron Wake,MIA,OLB,16,25,10,9.5,9.5,68.5,26,0,0,0,0,0,5.8,93.35
108,Trumaine Johnson,LAR,CB,16,57,8,0,0,0,0,14,2,1,1,1,5.8,93
108,Kyle Fuller,CHI,CB,16,59,8,2,0,0,0,22,2,0,0,0,5.8,93
110,Kenny Vaccaro,NO,SS,12,48,12,7.5,1.5,7.5,2,7,3,0,1,1,7.7,92.25
111,Earl Thomas,SEA,FS,14,56,32,1,0,0,0,7,2,0,0,1,6.6,92
112,Malik Jackson,JAX,DT,16,30,9,11,8,62,12,3,0,3,0,0,5.7,91.7
113,Tre Boston,LAC,FS,16,56,23,1,0,0,0,8,5,0,0,0,5.7,91.5
114,Frank Clark,SEA,DE,16,19,13,11.5,9,73.5,21,2,0,1,1,0,5.7,91.35
115,Buster Skrine,NYJ,DB,15,56,7,2.5,1,12,2,9,1,2,2,0,6.1,91.2
115,Chris Jones,KC,NT,16,23,11,9.5,6.5,42,14,7,1,4,0,0,5.7,91.2
117,Gerald McCoy,TB,DT,15,33,13,14,6,25,22,1,0,0,0,0,6.1,91
117,Dontae Johnson,SF,FS,16,69,8,2,0,0,0,7,1,0,0,1,5.7,91
117,Antonio Morrison,IND,ILB,15,65,43,3.5,0,0,0,1,0,0,0,0,6.1,91
120,Ramon Humber,BUF,LB,13,59,28,8,1,8,3,1,0,1,0,0,7,90.8
121,Deone Bucannon,ARI,ILB,12,58,24,4,1,7,2,3,1,2,0,0,7.6,90.7
122,AJ Bouye,JAX,CB,16,53,3,0,0,0,0,18,6,0,0,0,5.7,90.5
122,Marshon Lattimore,NO,CB,13,43,9,1,0,0,0,18,5,1,0,1,7,90.5
124,Brian Orakpo,TEN,OLB,16,30,14,6.5,7,68.5,18,2,0,2,0,0,5.6,90.35
125,Zach Cunningham,HOU,OLB,16,48,40,7.5,1.5,7.5,2,6,0,1,0,0,5.6,90.25
126,Adrian Clayborn,ATL,DE,16,17,4,7,9.5,61.5,18,0,0,3,2,1,5.6,90.15
127,Tony Jefferson,BAL,SS,16,55,23,7.5,2.5,9,5,2,1,0,0,0,5.6,89.9
128,Malcolm Jenkins,PHI,SS,16,60,13,3.5,1,8,2,8,2,0,1,0,5.6,89.8
129,Kawann Short,CAR,DT,16,27,22,11,7.5,37.5,15,1,0,1,1,0,5.6,89.75
130,Mike Adams,CAR,FS,16,48,21,1,0,0,2,10,2,2,2,0,5.6,89.5
131,Karl Joseph,OAK,SS,15,58,21,4,1,7,1,4,1,1,1,0,5.9,89.2
131,Budda Baker,ARI,SS,16,53,16,4.5,1,7,3,6,0,3,1,0,5.6,89.2
133,Ha'Sean Clinton-Dix,GB,FS,16,65,14,2,0,0,0,6,3,0,0,0,5.6,89
134,Adrian Amos,CHI,FS,13,61,7,6,0,0,0,3,1,1,1,1,6.8,88.5
134,Jalen Ramsey,JAX,CB,16,52,11,2,0,0,0,17,4,0,0,0,5.5,88.5
136,Malcolm Butler,NE,CB,16,55,5,1,1,13,2,12,2,2,0,0,5.5,87.8
137,Jeff Heath,DAL,SS,15,60,7,2,0,0,0,5,3,2,0,0,5.8,87.5
137,Jalen Mills,PHI,CB,15,51,13,1,0,0,0,14,3,0,0,1,5.8,87.5
139,Kareem Jackson,HOU,CB,16,54,18,4,1,4,2,10,1,1,0,0,5.5,87.4
140,Anthony Zettel,DET,DE,16,31,12,10.5,6.5,45.5,16,0,0,1,1,0,5.4,87.05
141,Byron Jones,DAL,CB,16,55,25,3.5,0,0,2,5,1,0,0,1,5.4,87
142,Reggie Nelson,OAK,FS,16,60,28,1.5,0,0,0,5,1,1,0,0,5.4,86.5
142,Chris Conte,TB,FS,16,62,15,0,0,0,0,8,1,2,0,0,5.4,86.5
142,Robert Alford,ATL,CB,16,59,8,0.5,0,0,0,20,1,0,0,0,5.4,86.5
145,Thomas Davis,CAR,OLB,15,52,24,5.5,2.5,17.5,7,0,0,0,1,0,5.8,86.25
146,Anthony Barr,MIN,OLB,16,52,23,9.5,1,11,4,6,0,0,0,0,5.4,86.1
147,Trae Waynes,MIN,CB,16,57,7,5,1,4,1,11,2,0,0,0,5.4,85.9
148,Damon Harrison,NYG,DT,16,50,26,9,1.5,13.5,3,3,1,0,0,0,5.3,85.35
149,Antoine Bethea,ARI,SS,15,47,10,1.5,1,8,2,9,5,1,0,0,5.7,85.3
149,Kendell Beckwith,TB,ILB,16,60,13,7,1,8,1,2,0,2,0,0,5.3,85.3
151,Tashaun Gipson,JAX,SS,16,53,11,4.5,0,0,0,7,4,0,1,0,5.3,85
151,Andre Hal,HOU,FS,16,47,24,4,0,0,1,6,3,2,0,0,5.3,85
151,Anthony Hitchens,DAL,OLB,12,55,29,8.5,0,0,2,2,0,1,0,0,7.1,85
154,Josh Jones,GB,SS,16,59,11,5,2,14,2,5,1,0,0,0,5.3,84.9
155,Justin Simmons,DEN,FS,13,49,19,4.5,1,6,2,5,2,0,0,1,6.5,84.6
156,Mychal Kendricks,PHI,OLB,15,53,22,4.5,2,5,5,6,0,0,0,0,5.6,84
156,Marcus Williams,NO,FS,15,58,14,1,0,0,0,6,4,0,0,0,5.6,84
158,Grady Jarrett,ATL,DT,16,34,21,14.5,4,33,13,0,0,0,0,0,5.2,83.3
159,Jake Ryan,GB,ILB,15,52,29,4.5,1,1,1,0,0,2,1,0,5.5,83.1
159,Xavien Howard,MIA,CB,16,42,6,3,1,11,1,13,4,0,0,1,5.2,83.1
161,Lawrence Timmons,MIA,OLB,14,58,26,5,0,0,3,3,0,0,0,0,5.9,82
162,Danielle Hunter,MIN,DE,16,26,18,11,7,56,11,2,0,0,1,0,5.1,81.6
163,Casey Hayward,LAC,CB,16,33,7,2,0,0,0,22,4,1,2,0,5.1,81.5
164,Darian Thompson,NYG,FS,16,61,14,2,0,0,2,6,1,0,0,0,5.1,81
165,Ndamukong Suh,MIA,NT,16,29,19,11,4.5,14.5,13,2,0,2,0,0,5.1,80.95
166,Linval Joseph,MIN,NT,16,39,28,5.5,3.5,23.5,10,0,0,0,1,0,5.1,80.85
167,Mike Daniels,GB,DE,14,34,14,10.5,5,42,12,0,0,1,0,0,5.8,80.7
168,Terrance Mitchell,KC,CB,15,48,5,0,0,0,0,18,4,0,0,0,5.4,80.5
169,Derek Barnett,PHI,DE,15,19,3,10,5,49.5,17,0,0,2,2,1,5.4,80.45
170,Olivier Vernon,NYG,DE,12,22,16,8.5,7,38.5,14,1,1,2,0,0,6.7,80.35
171,Daryl Worley,CAR,CB,15,50,14,4,1,2,1,10,2,0,0,0,5.3,80.2
172,Andrew Sendejo,MIN,SS,13,53,26,1,0,0,0,7,2,0,0,0,6.2,80
172,Eric Reid,SF,SS,13,53,14,4,0,0,3,4,2,0,1,0,6.2,80
172,Quandre Diggs,DET,SS,16,45,10,5,1,0,2,9,3,1,0,0,5,80
175,Anthony Brown,DAL,CB,16,47,9,3,1,14,2,11,2,1,0,0,5,79.9
176,Nick Vigil,CIN,OLB,11,44,34,6,1,7,2,5,1,0,0,0,7.2,79.7
177,Vontaze Burfict,CIN,OLB,10,47,20,6.5,2,18,5,2,0,1,0,0,7.9,79.3
177,Jaylon Smith,DAL,ILB,16,50,31,3.5,1,13,2,2,0,1,0,0,5,79.3
179,Brandon Carr,BAL,CB,16,50,6,2,0,0,0,12,4,0,0,0,4.9,79
179,George Iloka,CIN,FS,16,54,25,4.5,0,0,0,5,1,0,0,0,4.9,79
179,Marcus Maye,NYJ,FS,16,57,22,0,0,0,0,2,2,1,0,0,4.9,79
182,Michael Brockers,LAR,DE,16,38,16,7,4.5,18,8,4,0,1,0,0,4.9,78.8
183,Dre Kirkpatrick,CIN,CB,14,47,8,4.5,1,2,1,14,1,1,0,0,5.6,78.7
184,Reuben Foster,SF,ILB,10,59,13,7,0,0,5,1,0,0,0,0,7.8,78.5
185,Derrick Johnson,KC,ILB,15,48,23,5.5,0,0,0,7,0,1,1,0,5.2,78
185,Patrick Robinson,PHI,CB,16,39,7,3.5,1,0,0,18,4,0,0,0,4.9,78
185,Ron Parker,KC,SS,15,58,8,0,0,0,0,4,2,0,2,0,5.2,78
188,Myles Garrett,CLE,DE,11,19,12,9.5,7,44,18,1,0,1,1,0,7.1,77.9
189,Robert Quinn,LAR,DE,15,21,11,10.5,8.5,55,12,0,0,2,0,0,5.2,77.5
189,Shaquill Griffin,SEA,CB,15,50,8,2,1,5,1,15,1,0,0,0,5.2,77.5
191,Bud Dupree,PIT,OLB,15,31,9,13.5,6,51.5,7,1,0,0,1,0,5.1,77.15
192,Fletcher Cox,PHI,DT,14,15,11,6.5,5.5,40.5,18,2,0,1,2,1,5.5,77.05
193,Damarious Randall,GB,SS,14,38,9,4.5,0,0,0,9,4,0,1,1,5.5,77
194,Kenny Clark,GB,NT,15,33,23,8.5,5,28,7,1,0,1,0,0,5.1,76.8
195,Alex Okafor,NO,DE,10,27,16,8,4.5,26,9,4,0,3,0,0,7.7,76.6
196,Vincent Rey,CIN,OLB,14,52,32,2.5,0,0,0,3,1,0,0,0,5.5,76.5
196,Kendall Fuller,WAS,CB,16,43,12,2.5,0,0,0,10,4,1,0,0,4.8,76.5
196,John Johnson,LAR,SS,16,53,17,1,0,0,0,11,1,0,0,0,4.8,76.5
199,Desmond Trufant,ATL,CB,15,36,5,4,1,7,1,12,2,0,2,1,5.1,76.2
200,Artie Burns,PIT,CB,16,47,7,2,0,0,1,13,1,0,2,0,4.7,75.5
201,Michael Johnson,CIN,DE,15,35,14,11.5,5,36,7,1,0,0,0,0,5,75.1
202,Dante Fowler Jr,JAX,OLB,16,18,3,8.5,8,49,11,0,0,1,2,1,4.7,74.9
203,Barkevious Mingo,IND,OLB,16,33,11,5.5,2,27,7,2,0,2,3,0,4.7,74.7
204,Tyvon Branch,ARI,SS,9,52,15,4,0,0,2,6,0,1,0,0,8.3,74.5
204,Darian Stewart,DEN,SS,16,52,11,3,0,0,0,5,3,0,0,0,4.7,74.5
206,Derrick Morgan,TEN,OLB,14,16,16,8,7.5,54,14,2,0,0,2,0,5.3,74.4
206,Leonard Floyd,CHI,OLB,10,24,10,10,5.5,44,13,2,0,0,1,0,7.4,74.4
208,Jerry Hughes,BUF,DE,16,28,16,13,4,32,11,0,0,1,0,0,4.6,74.2
209,Jatavis Brown,LAC,OLB,16,54,25,1.5,0,0,2,1,0,0,1,0,4.6,74
209,Justin Evans,TB,SS,14,49,16,2,0,0,0,6,3,0,0,0,5.3,74
211,Nick Perry,GB,OLB,12,22,15,8,7,43,14,0,0,1,1,0,6.2,73.8
211,Elandon Roberts,NE,LB,15,45,23,5,2,13,3,1,0,0,1,0,4.9,73.8
213,Josh Norman,WAS,CB,14,47,17,0,0,0,0,9,0,2,1,0,5.2,73.5
214,Jamar Taylor,CLE,CB,16,47,14,4,0.5,3.5,1,10,0,1,0,0,4.6,73.35
215,K'Waun Williams,SF,CB,14,42,12,5,1,3,1,5,1,2,1,0,5.2,73.3
216,Shaq Thompson,CAR,OLB,14,41,20,7.5,2,15,5,1,0,1,0,0,5.2,73
217,Rodney McLeod,PHI,FS,14,39,15,2,0,0,0,6,3,1,2,0,5.2,72.5
217,Ray Ray Armstrong,NYG,OLB,15,43,20,2,1,5,1,2,2,2,0,0,4.8,72.5
217,Jordan Jenkins,NYJ,OLB,16,32,17,5.5,3,15,8,2,0,1,2,0,4.5,72.5
220,A'Shawn Robinson,DET,DT,16,32,21,4.5,0.5,4.5,6,6,1,1,0,1,4.5,72.45
221,Todd Davis,DEN,ILB,14,48,34,4,1,2,1,0,0,0,0,0,5.2,72.2
222,Shaquil Barrett,DEN,OLB,16,31,6,7,4,20,12,0,0,2,1,0,4.5,72
222,Adrian Phillips,LAC,SS,15,48,14,2,0,0,1,5,2,1,0,0,4.8,72
224,Leonard Williams,NYJ,DE,16,22,25,4,2,12,24,1,1,0,0,0,4.5,71.7
225,Brent Grimes,TB,CB,13,44,5,2,0,0,0,11,3,0,1,0,5.5,71.5
225,Kurt Coleman,CAR,SS,12,51,25,2,0,0,0,3,0,0,1,0,6,71.5
225,EJ Gaines,BUF,CB,11,48,11,0,0,0,0,9,1,2,0,0,6.5,71.5
225,Ken Crawley,NO,CB,13,47,7,1,0,0,0,17,1,0,0,0,5.5,71.5
229,Lamarcus Joyner,LAR,FS,12,39,10,0,0,0,0,9,3,1,0,1,5.9,71
229,Trevor Williams,LAC,CB,16,46,8,2,0,0,0,13,2,0,0,0,4.4,71
231,Morgan Burnett,GB,FS,12,48,20,5.5,0,0,1,3,0,1,0,0,5.9,70.5
231,Sam Acho,CHI,OLB,16,28,14,3,3,25,17,1,0,1,1,0,4.4,70.5
233,Tavon Wilson,DET,SS,10,42,13,6,2,19,2,2,1,1,0,0,7,70.4
233,Justin Coleman,SEA,CB,16,30,10,1.5,1.5,9,3,9,2,0,0,2,4.4,70.4
235,Vinny Curry,PHI,DE,16,25,17,11,3,25,17,0,0,0,0,0,4.4,70
235,John Simon,IND,DE,9,28,14,6.5,3,15,11,1,1,0,0,1,7.8,70
235,Hayes Pullard,LAC,ILB,13,47,25,3.5,0,0,0,1,1,0,1,0,5.4,70
235,Derrick Kindred,CLE,SS,14,42,13,10.5,0,0,2,6,1,0,0,0,5,70
239,Bashaud Breeland,WAS,CB,15,35,13,0,0,0,0,19,1,0,0,1,4.6,69.5
239,Martrell Spaight,WAS,OLB,15,44,30,4.5,0,0,1,2,0,0,1,0,4.6,69.5
239,Ryan Smith,TB,CB,15,50,11,0,0,0,0,5,0,2,1,0,4.6,69.5
242,Logan Ryan,TEN,CB,15,50,12,2,0,0,0,11,0,0,0,0,4.6,69
243,Denico Autry,OAK,DT,16,23,13,9,5,44.5,9,7,0,0,0,0,4.3,68.95
244,Marcus Gilchrist,HOU,FS,16,45,11,2.5,1,8,1,6,1,1,0,0,4.3,68.8
245,Chris Long,PHI,DE,16,19,9,4,5,17,20,0,0,3,0,0,4.3,68.2
245,Brian Poole,ATL,CB,15,49,14,2,1,12,3,4,0,0,0,0,4.5,68.2
247,Paul Posluszny,JAX,ILB,16,43,18,7,1.5,6,3,2,0,0,0,0,4.2,67.6
247,AJ Klein,NO,OLB,12,37,17,6,2,21,3,4,0,1,0,0,5.6,67.6
249,Robert McClain,TB,CB,14,41,8,2.5,0,0,0,5,3,0,0,1,4.8,67.5
250,Xavier Rhodes,MIN,CB,16,44,12,1,0,0,0,10,2,0,0,0,4.2,67
250,Nickell Robey,LAR,CB,15,39,10,2,0,0,0,9,2,1,1,0,4.5,67
252,Solomon Thomas,SF,DE,14,34,7,8.5,3,9,11,0,0,0,1,0,4.8,66.9
253,Olsen Pierre,ARI,DT,14,22,8,10,5.5,57,9,2,0,1,0,0,4.8,66.7
254,Korey Toomer,LAC,ILB,15,32,18,2.5,1,9,2,3,1,2,0,1,4.4,66.4
255,Ross Cockrell,NYG,DB,16,37,13,2.5,0,0,0,11,3,0,0,0,4.1,66
255,Jourdan Lewis,DAL,CB,15,48,6,2,0,0,0,10,1,0,0,0,4.4,66
257,Willie Henry,BAL,DT,14,24,9,6,3.5,23,11,5,0,0,2,0,4.7,65.8
258,Manti Te'o,NO,ILB,16,42,19,8,0,0,0,3,0,0,1,0,4.1,65.5
258,Bradley Roby,DEN,CB,16,35,7,1,1,0,1,17,1,0,1,0,4.1,65.5
260,Johnathan Joseph,HOU,CB,16,37,10,2,0,0,0,9,2,0,0,1,4.1,65
261,Connor Barwin,LAR,OLB,14,26,8,6.5,5,31,12,0,0,0,1,0,4.6,64.6
262,Stephon Gilmore,NE,CB,13,47,3,1,0,0,0,9,2,0,0,0,5,64.5
263,Brad McDougald,SEA,SS,16,45,23,3,0,0,0,4,0,0,0,0,4,63.5
264,Devon Kennard,NYG,OLB,15,25,17,7.5,4,24,7,2,0,0,1,0,4.2,63.4
265,Carl Lawson,CIN,DE,16,10,5,9.5,8,51,20,0,0,0,0,0,3.9,63.1
266,DJ Hayden,DET,CB,16,35,7,1,0.5,4.5,1,9,0,0,2,1,3.9,62.95
267,Takk McKinley,ATL,DE,16,15,5,10.5,6,28,10,1,0,2,1,0,3.9,62.8
268,Calvin Munson,NYG,LB,14,35,22,7,2,5,2,0,0,1,0,0,4.5,62.5
269,David Irving,DAL,DT,8,13,9,9.5,7,51,10,6,0,0,0,0,7.8,62.1
269,Nick Kwiatkoski,CHI,ILB,11,40,11,3,2,16,3,2,0,1,0,0,5.6,62.1
271,Brock Coyle,SF,ILB,16,37,26,4,0.5,0.5,3,1,0,1,0,0,3.9,62.05
272,Leonard Johnson,BUF,CB,15,41,12,2,0,0,0,7,0,1,1,0,4.1,62
